"ID","quality"
5464,"9"
5465,"9"
5466,"9"
5467,"9"
5468,"9"
5469,"9"
5470,"9"
5471,"9"
5472,"10"
5473,"10"
5474,"10"
5475,"9"
5476,"9"
5477,"9"
5478,"9"
5479,"9"
5480,"9"
5481,"9"
5482,"9"
5483,"9"
5484,"9"
5485,"9"
5486,"9"
5487,"9"
5488,"9"
5489,"10"
5490,"9"
5491,"9"
5492,"10"
5493,"9"
5494,"9"
5495,"9"
5496,"8"
5497,"9"
5498,"9"
5499,"9"
5500,"9"
5501,"9"
5502,"9"
5503,"9"
5504,"9"
5505,"9"
5506,"9"
5507,"8"
5508,"9"
5509,"9"
5510,"9"
5511,"9"
5512,"9"
5513,"9"
5514,"9"
5515,"9"
5516,"9"
5517,"9"
5518,"9"
5519,"9"
5520,"10"
5521,"8"
5522,"9"
5523,"9"
5524,"9"
5525,"9"
5526,"9"
5527,"9"
5528,"9"
5529,"9"
5530,"9"
5531,"9"
5532,"9"
5533,"9"
5534,"9"
5535,"9"
5536,"9"
5537,"9"
5538,"10"
5539,"9"
5540,"9"
5541,"9"
5542,"9"
5543,"9"
5544,"9"
5545,"10"
5546,"9"
5547,"9"
5548,"10"
5549,"9"
5550,"9"
5551,"9"
5552,"9"
5553,"9"
5554,"9"
5555,"9"
5556,"9"
5557,"9"
5558,"9"
5559,"9"
5560,"9"
5561,"9"
5562,"9"
5563,"9"
5564,"9"
5565,"9"
5566,"9"
5567,"9"
5568,"9"
5569,"9"
5570,"9"
5571,"9"
5572,"9"
5573,"9"
5574,"8"
5575,"8"
5576,"9"
5577,"10"
5578,"9"
5579,"9"
5580,"9"
5581,"10"
5582,"9"
5583,"9"
5584,"9"
5585,"9"
5586,"10"
5587,"9"
5588,"10"
5589,"9"
5590,"9"
5591,"9"
5592,"9"
5593,"9"
5594,"9"
5595,"9"
5596,"9"
5597,"9"
5598,"9"
5599,"9"
5600,"9"
5601,"9"
5602,"9"
5603,"9"
5604,"9"
5605,"9"
5606,"9"
5607,"9"
5608,"9"
5609,"9"
5610,"9"
5611,"9"
5612,"9"
5613,"9"
5614,"9"
5615,"9"
5616,"9"
5617,"9"
5618,"9"
5619,"9"
5620,"9"
5621,"9"
5622,"9"
5623,"9"
5624,"9"
5625,"9"
5626,"9"
5627,"9"
5628,"9"
5629,"9"
5630,"9"
5631,"9"
5632,"9"
5633,"9"
5634,"10"
5635,"9"
5636,"9"
5637,"9"
5638,"9"
5639,"9"
5640,"9"
5641,"10"
5642,"9"
5643,"9"
5644,"9"
5645,"9"
5646,"9"
5647,"9"
5648,"9"
5649,"9"
5650,"9"
5651,"10"
5652,"9"
5653,"9"
5654,"9"
5655,"9"
5656,"8"
5657,"9"
5658,"9"
5659,"10"
5660,"9"
5661,"9"
5662,"9"
5663,"9"
5664,"9"
5665,"9"
5666,"9"
5667,"9"
5668,"9"
5669,"9"
5670,"9"
5671,"9"
5672,"9"
5673,"9"
5674,"9"
5675,"9"
5676,"9"
5677,"9"
5678,"10"
5679,"9"
5680,"9"
5681,"9"
5682,"9"
5683,"9"
5684,"9"
5685,"9"
5686,"9"
5687,"9"
5688,"8"
5689,"9"
5690,"9"
5691,"9"
5692,"9"
5693,"9"
5694,"9"
5695,"9"
5696,"9"
5697,"9"
5698,"9"
5699,"9"
5700,"9"
5701,"9"
5702,"8"
5703,"8"
5704,"9"
5705,"9"
5706,"10"
5707,"9"
5708,"9"
5709,"9"
5710,"9"
5711,"10"
5712,"9"
5713,"9"
5714,"9"
5715,"9"
5716,"9"
5717,"9"
5718,"9"
5719,"9"
5720,"9"
5721,"9"
5722,"9"
5723,"9"
5724,"9"
5725,"9"
5726,"9"
5727,"9"
5728,"10"
5729,"9"
5730,"9"
5731,"9"
5732,"10"
5733,"9"
5734,"9"
5735,"9"
5736,"9"
5737,"9"
5738,"9"
5739,"9"
5740,"9"
5741,"9"
5742,"9"
5743,"9"
5744,"9"
5745,"9"
5746,"9"
5747,"10"
5748,"9"
5749,"9"
5750,"9"
5751,"9"
5752,"9"
5753,"9"
5754,"9"
5755,"9"
5756,"9"
5757,"10"
5758,"9"
5759,"9"
5760,"9"
5761,"9"
5762,"9"
5763,"9"
5764,"9"
5765,"8"
5766,"9"
5767,"9"
5768,"8"
5769,"10"
5770,"8"
5771,"9"
5772,"9"
5773,"9"
5774,"9"
5775,"9"
5776,"9"
5777,"9"
5778,"9"
5779,"9"
5780,"9"
5781,"9"
5782,"9"
5783,"9"
5784,"10"
5785,"9"
5786,"9"
5787,"10"
5788,"9"
5789,"9"
5790,"9"
5791,"9"
5792,"9"
5793,"9"
5794,"9"
5795,"9"
5796,"9"
5797,"9"
5798,"9"
5799,"9"
5800,"9"
5801,"9"
5802,"9"
5803,"9"
5804,"10"
5805,"9"
5806,"9"
5807,"9"
5808,"10"
5809,"9"
5810,"9"
5811,"9"
5812,"9"
5813,"9"
5814,"9"
5815,"9"
5816,"9"
5817,"9"
5818,"9"
5819,"9"
5820,"9"
5821,"9"
5822,"9"
5823,"10"
5824,"9"
5825,"9"
5826,"9"
5827,"9"
5828,"9"
5829,"9"
5830,"9"
5831,"9"
5832,"9"
5833,"9"
5834,"9"
5835,"9"
5836,"9"
5837,"9"
5838,"10"
5839,"9"
5840,"9"
5841,"9"
5842,"9"
5843,"9"
5844,"9"
5845,"9"
5846,"9"
5847,"9"
5848,"9"
5849,"9"
5850,"9"
5851,"9"
5852,"9"
5853,"9"
5854,"9"
5855,"9"
5856,"9"
5857,"10"
5858,"9"
5859,"9"
5860,"9"
5861,"9"
5862,"9"
5863,"10"
5864,"8"
5865,"9"
5866,"9"
5867,"9"
5868,"10"
5869,"9"
5870,"9"
5871,"9"
5872,"9"
5873,"9"
5874,"9"
5875,"9"
5876,"9"
5877,"9"
5878,"9"
5879,"9"
5880,"9"
5881,"9"
5882,"10"
5883,"9"
5884,"9"
5885,"9"
5886,"9"
5887,"9"
5888,"9"
5889,"9"
5890,"9"
5891,"9"
5892,"9"
5893,"9"
5894,"9"
5895,"9"
5896,"9"
5897,"9"
5898,"9"
5899,"9"
5900,"9"
5901,"9"
5902,"10"
5903,"9"
5904,"9"
5905,"9"
5906,"10"
5907,"9"
5908,"9"
5909,"9"
5910,"9"
5911,"9"
5912,"9"
5913,"9"
5914,"9"
5915,"9"
5916,"9"
5917,"8"
5918,"10"
5919,"9"
5920,"9"
5921,"9"
5922,"9"
5923,"9"
5924,"9"
5925,"9"
5926,"9"
5927,"9"
5928,"9"
5929,"9"
5930,"8"
5931,"8"
5932,"9"
5933,"9"
5934,"9"
5935,"9"
5936,"9"
5937,"9"
5938,"9"
5939,"9"
5940,"8"
5941,"9"
5942,"9"
5943,"9"
5944,"9"
5945,"9"
5946,"10"
5947,"9"
5948,"9"
5949,"9"
5950,"9"
5951,"9"
5952,"9"
5953,"9"
5954,"9"
5955,"9"
5956,"9"
5957,"9"
5958,"9"
5959,"9"
5960,"9"
5961,"9"
5962,"9"
5963,"9"
5964,"9"
5965,"9"
5966,"9"
5967,"9"
5968,"8"
5969,"9"
5970,"9"
5971,"9"
5972,"9"
5973,"9"
5974,"9"
5975,"9"
5976,"9"
5977,"10"
5978,"9"
5979,"9"
5980,"9"
5981,"9"
5982,"9"
5983,"9"
5984,"9"
5985,"9"
5986,"9"
5987,"9"
5988,"8"
5989,"9"
5990,"9"
5991,"9"
5992,"9"
5993,"9"
5994,"9"
5995,"9"
5996,"9"
5997,"9"
5998,"9"
5999,"9"
6000,"9"
6001,"9"
6002,"9"
6003,"9"
6004,"9"
6005,"9"
6006,"9"
6007,"9"
6008,"10"
6009,"9"
6010,"9"
6011,"9"
6012,"9"
6013,"9"
6014,"9"
6015,"9"
6016,"8"
6017,"8"
6018,"9"
6019,"9"
6020,"9"
